type,module,sourceLine,snippet
for,17-adventures-learning-world.js,2898,"const def=ADVENTURE_DEFS[type];if(!def||world.activeChallenge||activeRace)return false;if(type==='castle'&&Math.hypot(player.x-88,player.z-52)>15){setWaypoint('castle');toast('Siga a rota até o Castelo para começar.','good',2200);return false;}closeModal();const startedAt=Date.now(),endsAt=type==='castle'?startedAt+75000:0;world.activeChallenge={type,target:def.target,progress:new Set(),startedAt:performance.now(),endsAt:type==='castle'?performance.now()+75000:0};state.adventures.active={type,st"
if,17-adventures-learning-world.js,2901,"const saved=state.adventures?.active,def=ADVENTURE_DEFS[saved?.type];if(!saved||!def)return false;const progress=new Set(Array.isArray(saved.progress)?saved.progress:[]),elapsed=Math.max(0,Date.now()-Number(saved.startedAt||Date.now())),remaining=saved.type==='castle'?Math.max(5000,Number(saved.endsAt||Date.now()+75000)-Date.now()):0;"
if,17-adventures-learning-world.js,2903,if(saved.type==='castle')for(const token of world.challengeTokens){token.got=progress.has(token.id);token.mesh.visible=!token.got;}
for,17-adventures-learning-world.js,2903,if(saved.type==='castle')for(const token of world.challengeTokens){token.got=progress.has(token.id);token.mesh.visible=!token.got;}
if,17-adventures-learning-world.js,2907,"const active=world.activeChallenge;if(!active||active.type!==type||active.progress.has(key))return false;active.progress.add(key);if(state.adventures.active){state.adventures.active.progress=[...active.progress];state.adventures.active.updatedAt=Date.now();}els.raceStatus.textContent=`${active.progress.size}/${active.target}`;beep(780,55,'sine');if(active.progress.size>=active.target)finishAdventure(true);else saveState();return true;"
else,17-adventures-learning-world.js,2907,"const active=world.activeChallenge;if(!active||active.type!==type||active.progress.has(key))return false;active.progress.add(key);if(state.adventures.active){state.adventures.active.progress=[...active.progress];state.adventures.active.updatedAt=Date.now();}els.raceStatus.textContent=`${active.progress.size}/${active.target}`;beep(780,55,'sine');if(active.progress.size>=active.target)finishAdventure(true);else saveState();return true;"
if,17-adventures-learning-world.js,2910,"const active=world.activeChallenge;if(!active)return;const def=ADVENTURE_DEFS[active.type];for(const token of world.challengeTokens)token.mesh.visible=false;world.activeChallenge=null;state.adventures.active=null;els.raceBadge.hidden=true;if(success){if(!state.adventures.completed.includes(active.type))state.adventures.completed.push(active.type);const elapsed=(performance.now()-active.startedAt)/1000,stateBest=Number(state.adventures.bestTimes[active.type]||Infinity);state.adventures.bestTimes["
else,17-adventures-learning-world.js,2910,"const active=world.activeChallenge;if(!active)return;const def=ADVENTURE_DEFS[active.type];for(const token of world.challengeTokens)token.mesh.visible=false;world.activeChallenge=null;state.adventures.active=null;els.raceBadge.hidden=true;if(success){if(!state.adventures.completed.includes(active.type))state.adventures.completed.push(active.type);const elapsed=(performance.now()-active.startedAt)/1000,stateBest=Number(state.adventures.bestTimes[active.type]||Infinity);state.adventures.bestTimes["
for,17-adventures-learning-world.js,2910,"const active=world.activeChallenge;if(!active)return;const def=ADVENTURE_DEFS[active.type];for(const token of world.challengeTokens)token.mesh.visible=false;world.activeChallenge=null;state.adventures.active=null;els.raceBadge.hidden=true;if(success){if(!state.adventures.completed.includes(active.type))state.adventures.completed.push(active.type);const elapsed=(performance.now()-active.startedAt)/1000,stateBest=Number(state.adventures.bestTimes[active.type]||Infinity);state.adventures.bestTimes["
if,17-adventures-learning-world.js,2913,"const active=world.activeChallenge;if(!active)return;if(active.type==='castle'){if(performance.now()>=active.endsAt){finishAdventure(false);return;}for(const token of world.challengeTokens){if(token.got)continue;token.mesh.rotation.y+=.08;token.mesh.position.y=1.45+Math.sin(animTime*3+token.x)*.18;if(Math.hypot(player.x-token.x,player.z-token.z)<1.5){token.got=true;token.mesh.visible=false;advanceAdventure('castle',token.id);}}if(world.activeChallenge)els.raceStatus.textContent=`${active.progres"
for,17-adventures-learning-world.js,2913,"const active=world.activeChallenge;if(!active)return;if(active.type==='castle'){if(performance.now()>=active.endsAt){finishAdventure(false);return;}for(const token of world.challengeTokens){if(token.got)continue;token.mesh.rotation.y+=.08;token.mesh.position.y=1.45+Math.sin(animTime*3+token.x)*.18;if(Math.hypot(player.x-token.x,player.z-token.z)<1.5){token.got=true;token.mesh.visible=false;advanceAdventure('castle',token.id);}}if(world.activeChallenge)els.raceStatus.textContent=`${active.progres"
if,18-water-fishing-boats.js,2930,"function resolveWaterWalking(prevX,prevZ){if(player.boating||player.vehicle||currentHouse)return;const h=waterAt(player.x,player.z);if(!h||groundHeightAt(player.x,player.z)>.24)return;player.x=prevX;player.z=prevZ;player.vx=player.vz=0;if(performance.now()-waterWarningAt>1700){waterWarningAt=performance.now();toast('A água é funda. Use o píer e o barco.','warn',1900);}}"
if,18-water-fishing-boats.js,2938,if(fishingVisual||!playerGroup||!worldGroup)return fishingVisual;
if,18-water-fishing-boats.js,2951,"function setFishingLine(a,b){const v=fishingVisual;if(!v)return;const attr=v.line.geometry.getAttribute('position'),arr=attr.array;arr[0]=a.x;arr[1]=a.y;arr[2]=a.z;arr[3]=b.x;arr[4]=b.y;arr[5]=b.z;attr.needsUpdate=true;}"
if,18-water-fishing-boats.js,2954,"if(source==='boat'){const heading=player.boat.heading;dx=Math.sin(heading);dz=Math.cos(heading);}else{dx=-45-player.x;dz=52-player.z;const m=Math.hypot(dx,dz)||1;dx/=m;dz/=m;}"
else,18-water-fishing-boats.js,2954,"if(source==='boat'){const heading=player.boat.heading;dx=Math.sin(heading);dz=Math.cos(heading);}else{dx=-45-player.x;dz=52-player.z;const m=Math.hypot(dx,dz)||1;dx/=m;dz/=m;}"
if,18-water-fishing-boats.js,2956,"if(!isInsideLakeNavigable(x,z)){dx=-72-player.x;dz=52-player.z;const m=Math.hypot(dx,dz)||1;x=player.x+dx/m*dist;z=player.z+dz/m*dist;}"
if,18-water-fishing-boats.js,2961,if(!v)return;
if,18-water-fishing-boats.js,2962,"if(!fishingCameraState)fishingCameraState={yaw:cameraYaw,pitch:cameraPitch,zoom:cameraZoom};"
if,18-water-fishing-boats.js,2973,"function castFishingVisual(){const v=ensureFishingVisual();if(!v?.active)return;v.tip.getWorldPosition(v.castStart);v.target.copy(fishingCastTarget(v.source));v.phase='casting';v.phaseAt=performance.now();beep(420,55,'sine');}"
if,18-water-fishing-boats.js,2974,function hookFishingVisual(){const v=fishingVisual;if(!v?.active)return;v.phase='hooked';v.phaseAt=performance.now();v.bobber.scale.setScalar(1.28);}
if,18-water-fishing-boats.js,2975,"function pullFishingVisual(success,fishData){const v=fishingVisual;if(!v?.active)return;v.phase=success?'pulling':'escaping';v.phaseAt=performance.now();v.fishSize=clamp(.8+Number(fishData?.size||.5)*.08,.82,1.35);v.fish.scale.setScalar(v.fishSize);v.fish.visible=!!success;}"
if,18-water-fishing-boats.js,2977,if(!fishingCameraState)return;
if,18-water-fishing-boats.js,2982,if(!v){restoreFishingCamera();return;}
if,18-water-fishing-boats.js,2984,const hide=()=>{if(token!==v.hideToken)return;v.active=false;v.phase='idle';v.rodRoot.visible=false;v.line.visible=false;v.bobber.visible=false;v.fish.visible=false;v.bobber.scale.setScalar(1);if(player.emoteType==='fishing'){player.emoteType='';player.emoteUntil=0;player.emoteSeq=(player.emoteSeq||0)+1;}setFishingUiActive(false);restoreFishingCamera();};
if,18-water-fishing-boats.js,2985,"if(delay>0)setTimeout(hide,delay);else hide();"
else,18-water-fishing-boats.js,2985,"if(delay>0)setTimeout(hide,delay);else hide();"
if,18-water-fishing-boats.js,2987,function clearFishingTimers(session=fishingSession){if(!session)return;clearTimeout(session.hookTimer);clearTimeout(session.escapeTimer);clearTimeout(session.finishTimer);}
if,18-water-fishing-boats.js,2990,if(active){state.ui.quickOpen=false;state.ui.skillsOpen=false;state.ui.needsOpen=false;state.ui.missionOpen=false;els.game?.classList.remove('needs-expanded');els.missionCard?.classList.remove('expanded');syncMobilePanels();}
if,18-water-fishing-boats.js,2995,if(document.getElementById('otthosFishingModalStyle'))return;
if,18-water-fishing-boats.js,3006,"const v=fishingVisual;if(!v?.active)return;const now=performance.now(),tip=new THREE.Vector3();v.tip.getWorldPosition(tip);let lineEnd=v.bobber.position;"
if,18-water-fishing-boats.js,3007,"if(v.phase==='ready'){v.bobber.position.copy(tip);v.rodRoot.rotation.x=lerp(v.rodRoot.rotation.x,-.48,.18);}"
if,18-water-fishing-boats.js,3008,"else if(v.phase==='casting'){const t=clamp((now-v.phaseAt)/620,0,1),ease=1-Math.pow(1-t,3);v.bobber.position.lerpVectors(v.castStart,v.target,ease);v.bobber.position.y+=Math.sin(Math.PI*t)*2.35;v.rodRoot.rotation.x=lerp(-.18,-.72,ease);if(t>=1){v.phase='waiting';v.phaseAt=now;v.bobber.position.copy(v.target);}}"
else,18-water-fishing-boats.js,3008,"else if(v.phase==='casting'){const t=clamp((now-v.phaseAt)/620,0,1),ease=1-Math.pow(1-t,3);v.bobber.position.lerpVectors(v.castStart,v.target,ease);v.bobber.position.y+=Math.sin(Math.PI*t)*2.35;v.rodRoot.rotation.x=lerp(-.18,-.72,ease);if(t>=1){v.phase='waiting';v.phaseAt=now;v.bobber.position.copy(v.target);}}"
if,18-water-fishing-boats.js,3009,"else if(v.phase==='waiting'){v.bobber.position.set(v.target.x,.15+Math.sin(now*.007)*.035,v.target.z);v.rodRoot.rotation.x=lerp(v.rodRoot.rotation.x,-.62,.08);}"
else,18-water-fishing-boats.js,3009,"else if(v.phase==='waiting'){v.bobber.position.set(v.target.x,.15+Math.sin(now*.007)*.035,v.target.z);v.rodRoot.rotation.x=lerp(v.rodRoot.rotation.x,-.62,.08);}"
if,18-water-fishing-boats.js,3010,"else if(v.phase==='hooked'){v.bobber.position.set(v.target.x,.09+Math.sin(now*.026)*.11,v.target.z);v.bobber.scale.setScalar(1.12+Math.sin(now*.03)*.12);v.rodRoot.rotation.x=lerp(v.rodRoot.rotation.x,-.82,.12);}"
else,18-water-fishing-boats.js,3010,"else if(v.phase==='hooked'){v.bobber.position.set(v.target.x,.09+Math.sin(now*.026)*.11,v.target.z);v.bobber.scale.setScalar(1.12+Math.sin(now*.03)*.12);v.rodRoot.rotation.x=lerp(v.rodRoot.rotation.x,-.82,.12);}"
if,18-water-fishing-boats.js,3011,"else if(v.phase==='pulling'){const t=clamp((now-v.phaseAt)/820,0,1),ease=1-Math.pow(1-t,3);v.bobber.position.lerpVectors(v.target,tip,ease);v.bobber.position.y+=Math.sin(Math.PI*t)*1.3;v.fish.position.copy(v.bobber.position);v.fish.position.y-=.18;v.fish.rotation.y+=.16;v.fish.rotation.z=Math.sin(now*.025)*.35;v.rodRoot.rotation.x=lerp(v.rodRoot.rotation.x,-1.02,.15);if(t>=1){v.phase='caught';v.phaseAt=now;v.bobber.visible=false;}}"
else,18-water-fishing-boats.js,3011,"else if(v.phase==='pulling'){const t=clamp((now-v.phaseAt)/820,0,1),ease=1-Math.pow(1-t,3);v.bobber.position.lerpVectors(v.target,tip,ease);v.bobber.position.y+=Math.sin(Math.PI*t)*1.3;v.fish.position.copy(v.bobber.position);v.fish.position.y-=.18;v.fish.rotation.y+=.16;v.fish.rotation.z=Math.sin(now*.025)*.35;v.rodRoot.rotation.x=lerp(v.rodRoot.rotation.x,-1.02,.15);if(t>=1){v.phase='caught';v.phaseAt=now;v.bobber.visible=false;}}"
if,18-water-fishing-boats.js,3012,else if(v.phase==='caught'){v.fish.position.copy(tip);v.fish.position.y-=.35;v.fish.position.x+=Math.sin(now*.02)*.08;v.fish.rotation.z=Math.sin(now*.028)*.42;lineEnd=tip;}
else,18-water-fishing-boats.js,3012,else if(v.phase==='caught'){v.fish.position.copy(tip);v.fish.position.y-=.35;v.fish.position.x+=Math.sin(now*.02)*.08;v.fish.rotation.z=Math.sin(now*.028)*.42;lineEnd=tip;}
if,18-water-fishing-boats.js,3013,"else if(v.phase==='escaping'){const t=clamp((now-v.phaseAt)/760,0,1);v.bobber.position.set(v.target.x,.12-t*.5,v.target.z);v.bobber.scale.setScalar(1-t*.65);if(t>=1)stopFishingVisual();}"
else,18-water-fishing-boats.js,3013,"else if(v.phase==='escaping'){const t=clamp((now-v.phaseAt)/760,0,1);v.bobber.position.set(v.target.x,.12-t*.5,v.target.z);v.bobber.scale.setScalar(1-t*.65);if(t>=1)stopFishingVisual();}"
if,18-water-fishing-boats.js,3023,if(world.shoreFishers.length)return;[
if,18-water-fishing-boats.js,3028,if(textures.water){textures.water.offset.x=(textures.water.offset.x+dt*.012)%1;textures.water.offset.y=(textures.water.offset.y+dt*.006)%1;}
if,18-water-fishing-boats.js,3029,"const now=performance.now();for(const npc of world.shoreFishers){const act=npc.fishingActivity;if(!act)continue;npc.group.position.set(npc.baseX,0,npc.baseZ);npc.group.rotation.y=act.heading;const pulse=Math.sin(now*.0021+act.phase),bite=Math.sin(now*.006+act.phase)> .92;act.rod.rotation.x=-.58+pulse*.035-(bite?.1:0);if(npc.limbs){npc.limbs.leftArm.rotation.x=lerp(npc.limbs.leftArm.rotation.x,-1.55+(bite?-.18:0),.18);npc.limbs.rightArm.rotation.x=lerp(npc.limbs.rightArm.rotation.x,-1.72+(bite?-."
for,18-water-fishing-boats.js,3029,"const now=performance.now();for(const npc of world.shoreFishers){const act=npc.fishingActivity;if(!act)continue;npc.group.position.set(npc.baseX,0,npc.baseZ);npc.group.rotation.y=act.heading;const pulse=Math.sin(now*.0021+act.phase),bite=Math.sin(now*.006+act.phase)> .92;act.rod.rotation.x=-.58+pulse*.035-(bite?.1:0);if(npc.limbs){npc.limbs.leftArm.rotation.x=lerp(npc.limbs.leftArm.rotation.x,-1.55+(bite?-.18:0),.18);npc.limbs.rightArm.rotation.x=lerp(npc.limbs.rightArm.rotation.x,-1.72+(bite?-."
if,18-water-fishing-boats.js,3037,"if(boatPanel)return boatPanel;boatPanel=document.createElement('div');boatPanel.id='boatActivityPanel';boatPanel.className='boat-activity-panel';boatPanel.innerHTML='<button type=""button"" data-boat-fish>🎣<span>Pescar</span></button><button type=""button"" data-boat-exit>🏝️<span>Sair</span></button>';document.body.appendChild(boatPanel);boatPanel.querySelector('[data-boat-fish]').onclick=()=>startFishing('boat');boatPanel.querySelector('[data-boat-exit]').onclick=()=>exitBoat();return boatPanel;"
if,18-water-fishing-boats.js,3039,function updateBoatPanel(){const panel=ensureBoatPanel();panel.hidden=!player.boating;if(player.boating){const passenger=!!player.boat.passengerOf;panel.querySelector('[data-boat-fish]').disabled=passenger;panel.querySelector('[data-boat-fish] span').textContent=passenger?'Passageiro':'Pescar';}}
if,18-water-fishing-boats.js,3041,if(player.boating)return false;
if,18-water-fishing-boats.js,3042,if(!canEnterMobility(PLAYER_MODES.BOAT_DRIVER)&&!player.vehicle)return false;
if,18-water-fishing-boats.js,3043,if(player.vehicle)exitVehicle(true);
if,18-water-fishing-boats.js,3044,if(player.transit.mode||!world.boat)return false;
if,18-water-fishing-boats.js,3045,"const p=world.boat.group.position;if(Math.hypot(player.x-p.x,player.z-p.z)>3.6){toast('Chegue perto do barco pelo píer.','warn');return false;}"
if,18-water-fishing-boats.js,3046,"const lock=await window.OTTHOS_RTDB?.claimBoat?.(world.boat.id);if(lock&&lock.ok===false){toast(lock.error||'O barco já está sendo usado por outro jogador.','warn',2800);return false;}"
if,18-water-fishing-boats.js,3047,"input.mobilityAccelerate=false;input.mobilityBrake=false;player.boating=true;player.boat.passengerOf='';player.boat.passengerUid='';player.boat.passengerBotId='';player.boat.heading=world.boat.heading||0;player.boat.speed=0;player.boat.steerVisual=0;player.x=p.x;player.z=p.z;player.y=.18;player.vx=player.vz=0;state.boats.activeBoatId=world.boat.id;state.boats.passengerOf='';const companion=nearestRideCompanion(9);if(companion)boardNpcPassenger(companion,'boat');updateBoatPanel();updateVehicleCon"
if,18-water-fishing-boats.js,3051,"if(!ghost||!target?.boating||target.boatRole==='passenger'){toast('O motorista ou o barco não está mais disponível.','warn');return false;}"
if,18-water-fishing-boats.js,3052,"if(player.boating){toast('Você já está em um barco.','warn');return false;}"
if,18-water-fishing-boats.js,3053,if(player.vehicle)exitVehicle(true);
if,18-water-fishing-boats.js,3054,if(player.transit.mode||!canEnterMobility(PLAYER_MODES.BOAT_PASSENGER))return false;
if,18-water-fishing-boats.js,3058,if(!player.boating)return false;
if,18-water-fishing-boats.js,3059,"if(!silent&&!validBoatExit()){toast('Encoste a lateral do barco no píer para sair com segurança.','warn',2500);return false;}"
if,18-water-fishing-boats.js,3061,"if(passengerHost)window.OTTHOS_RTDB?.sendInteraction?.(passengerHost,{type:'boatPassengerLeft'});else if(hostedPassenger)window.OTTHOS_RTDB?.sendInteraction?.(hostedPassenger,{type:'boatEnded'});"
else,18-water-fishing-boats.js,3061,"if(passengerHost)window.OTTHOS_RTDB?.sendInteraction?.(passengerHost,{type:'boatPassengerLeft'});else if(hostedPassenger)window.OTTHOS_RTDB?.sendInteraction?.(hostedPassenger,{type:'boatEnded'});"
if,18-water-fishing-boats.js,3062,"releaseNpcPassenger('boat');input.mobilityAccelerate=false;input.mobilityBrake=false;player.boating=false;player.boat.passengerOf='';player.boat.passengerUid='';player.boat.speed=0;player.boat.steerVisual=0;state.boats.passengerOf='';state.boats.activeBoatId='';if(!wasPassenger&&world.boat)window.OTTHOS_RTDB?.releaseBoat?.(world.boat.id);if(world.boat&&!wasPassenger){world.boat.group.position.set(player.x,.1,player.z);world.boat.heading=player.boat.heading;world.boat.group.rotation.y=player.boat"
if,18-water-fishing-boats.js,3063,"const safe=safeBoatExitPoint();player.x=safe.x;player.z=safe.z;player.y=groundHeightAt(safe.x,safe.z);player.vx=player.vy=player.vz=0;player.grounded=true;rememberSafePlayerPosition(true);updateBoatPanel();updateVehicleControlsUI();auditPlayerMode('exit-boat');if(!silent)toast('Você desembarcou no píer.','good');saveState(true);return true;"
if,18-water-fishing-boats.js,3066,"const boat=player.boat;if(boat.passengerOf){const ghost=world.ghosts.get(boat.passengerOf),target=ghost?.userData?.target;if(!ghost||!target){boat.hostMissingAt=boat.hostMissingAt||performance.now();if(performance.now()-boat.hostMissingAt>3500){toast('O motorista saiu. Você voltou ao píer.','warn');player.x=-24.7;player.z=52;exitBoat(true);}player.vx=player.vz=0;return;}boat.hostMissingAt=0;const tx=Number(target.x||ghost.position.x),tz=Number(target.z||ghost.position.z);player.vx=clamp((tx-play"
if,18-water-fishing-boats.js,3069,"if(command.brake)boat.speed=approachNumber(boat.speed,0,(7.2+Math.abs(boat.speed)*.8)*dt);else{const crossing=boat.speed*throttle<-.08;boat.speed+=throttle*8.5*(crossing?1.8:1)*dt;}"
else,18-water-fishing-boats.js,3069,"if(command.brake)boat.speed=approachNumber(boat.speed,0,(7.2+Math.abs(boat.speed)*.8)*dt);else{const crossing=boat.speed*throttle<-.08;boat.speed+=throttle*8.5*(crossing?1.8:1)*dt;}"
if,18-water-fishing-boats.js,3070,"if(!throttle&&!command.brake)boat.speed*=Math.pow(.12,dt);if(Math.abs(boat.speed)<.02&&!throttle)boat.speed=0;boat.speed=clamp(boat.speed,-3.4,8.8);boat.steerVisual=lerp(boat.steerVisual||0,steer,Math.min(1,dt*6.5));const authority=Math.max(clamp(Math.abs(boat.speed)/2.8,0,1),Math.abs(throttle)>.1?.12:0);const turnRate=1.5/(1+Math.abs(boat.speed)*.075);boat.heading+=boat.steerVisual*turnRate*authority*dt*(boat.speed<-.08?-1:1);player.vx=Math.sin(boat.heading)*boat.speed;player.vz=Math.cos(boat.h"
if,18-water-fishing-boats.js,3072,"function constrainBoat(prevX,prevZ){if(!player.boating)return;if(!isInsideLakeNavigable(player.x,player.z)){player.x=prevX;player.z=prevZ;player.boat.speed*=-.18;player.vx=player.vz=0;}if(world.boat){world.boat.group.position.set(player.x,.1,player.z);world.boat.group.rotation.y=player.boat.heading;world.boat.heading=player.boat.heading;}state.boats.lastPosition={x:+player.x.toFixed(2),z:+player.z.toFixed(2),heading:+player.boat.heading.toFixed(3)};}"
if,18-water-fishing-boats.js,3073,function weightedFish(){let r=Math.random()*100;for(const fish of FISH_SPECIES){r-=fish.weight;if(r<=0)return fish;}return FISH_SPECIES[0];}
for,18-water-fishing-boats.js,3073,function weightedFish(){let r=Math.random()*100;for(const fish of FISH_SPECIES){r-=fish.weight;if(r<=0)return fish;}return FISH_SPECIES[0];}
if,18-water-fishing-boats.js,3075,"if(fishingSession){toast('Finalize a pesca atual primeiro.','warn');return;}if((state.inventory.fishingRod||0)<1){toast('Você precisa de uma vara de pesca.','warn');return;}if((state.inventory.bait||0)<1){toast('Você ficou sem isca.','warn');return;}if(source==='boat'&&!player.boating){toast('Entre no barco primeiro.','warn');return;}if(source!=='boat'&&!isNearFishingArea()){toast('Pesque somente nos pontos marcados da margem.','warn');return;}const wait=Math.max(0,6500-(Date.now()-Number(state."
if,18-water-fishing-boats.js,3079,cast.onclick=()=>{if(!fishingSession||fishingSession.token!==token)return;cast.disabled=true;state.inventory.bait--;state.fishing.lastAttempt=Date.now();saveState(true);status.textContent='🎣 Aguarde…';meter.style.animation='fishingWait 2.4s linear forwards';castFishingVisual();const hookDelay=1400+Math.random()*1700;fishingSession.hookTimer=setTimeout(()=>{if(!fishingSession||fishingSession.token!==token||els.modal.hidden){cancelFishingSession();return;}status.textContent='⚡ Fisgou!';pull.hidden
if,18-water-fishing-boats.js,3080,"pull.onclick=()=>{if(!fishingSession||fishingSession.token!==token)return;clearTimeout(fishingSession.escapeTimer);const reaction=performance.now()-Number(fishingSession.hookedAt||performance.now()),success=reaction<2400&&Math.random()<.88;pull.hidden=true;if(!success){status.textContent='💨 Escapou';pullFishingVisual(false);saveState();fishingSession.finishTimer=setTimeout(()=>{if(fishingSession?.token===token)fishingSession=null;stopFishingVisual();},800);return;}const fish=weightedFish(),size="
if,19-campfire-hunting-house-extensions.js,3065,"function campfireAllowed(x,z){if(Math.hypot(x+70,z+62)>14)return false;if(waterAt(x,z))return false;if(WORLD_MAP_ROADS.some(r=>rectOverlap({x,z,w:3,d:3},r,.5)))return false;if(world.houses.some(h=>Math.hypot(x-h.x,z-h.z)<10))return false;return true;}"
if,19-campfire-hunting-house-extensions.js,3067,"if(!data?.id||world.campfires.some(x=>x.data.id===data.id))return;const g=new THREE.Group();g.position.set(data.x,0,data.z);worldGroup.add(g);for(const a of [-.55,.55]){const log=premiumCylinder(.18,1.6,0x76502d,a,.2,0,g,8);log.rotation.z=Math.PI/2;log.rotation.y=a>0?Math.PI/4:-Math.PI/4;}const flame=new THREE.Mesh(new THREE.ConeGeometry(.42,1.15,7),mat(0xff7a18,{emissive:0xff4a00,emissiveIntensity:1.4,transparent:true,opacity:.9}));flame.position.y=.9;g.add(flame);const record={data:{...data,re"
for,19-campfire-hunting-house-extensions.js,3067,"if(!data?.id||world.campfires.some(x=>x.data.id===data.id))return;const g=new THREE.Group();g.position.set(data.x,0,data.z);worldGroup.add(g);for(const a of [-.55,.55]){const log=premiumCylinder(.18,1.6,0x76502d,a,.2,0,g,8);log.rotation.z=Math.PI/2;log.rotation.y=a>0?Math.PI/4:-Math.PI/4;}const flame=new THREE.Mesh(new THREE.ConeGeometry(.42,1.15,7),mat(0xff7a18,{emissive:0xff4a00,emissiveIntensity:1.4,transparent:true,opacity:.9}));flame.position.y=.9;g.add(flame);const record={data:{...data,re"
if,19-campfire-hunting-house-extensions.js,3070,"async function buildCampfire(){const x=Math.round(player.x*2)/2,z=Math.round(player.z*2)/2;if(!campfireAllowed(x,z)){toast('Use a área demarcada do acampamento.','warn');return;}if((state.inventory.wood||0)<3){toast('Você precisa de 3 madeiras.','warn');return;}if(!(await confirmModal('Construir fogueira','Gastar 3 madeiras para montar a fogueira?','Construir','Cancelar')))return;state.inventory.wood-=3;const data={id:uid(),ownerId:state.profile.playerId,x,z,createdAt:Date.now(),expiresAt:Date.n"
if,19-campfire-hunting-house-extensions.js,3071,"function finishCampfireCooking(data,cookingId){if(!data?.cooking||data.cooking.id!==cookingId||data.cooking.collected)return;data.cooking.collected=true;data.cooking=null;state.inventory.cookedFish=(state.inventory.cookedFish||0)+1;saveState(true);window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);toast('O peixe ficou assado!','good',2200);beep(740,100,'sine');}"
if,19-campfire-hunting-house-extensions.js,3072,"function openCampfire(id){const record=world.campfires.find(c=>c.data.id===id),data=record?.data;if(!data||Number(data.expiresAt||0)<=Date.now()){toast('Esta fogueira já apagou.','warn');return;}const mine=!data.remote;openModal('Fogueira',`<div class=""activity-card""><div class=""activity-icon"">🔥</div><h3>Fogueira do acampamento</h3><p>${data.cooking?'Peixe assando...':'Sente-se, cozinhe seu peixe ou convide um amigo.'}</p><div class=""modal-actions""><button class=""btn primary"" data-cook ${!mine||"
if,19-campfire-hunting-house-extensions.js,3073,"$('[data-sit]',root).onclick=()=>{player.sitUntil=performance.now()+4500;state.needs.fun=clamp(state.needs.fun+8,0,100);closeModal();toast('Você descansou perto da fogueira.','good');};$('[data-eat]',root).onclick=()=>{if(state.inventory.cookedFish<1)return;state.inventory.cookedFish--;state.needs.hunger=clamp(state.needs.hunger+32,0,100);saveState(true);updateHUD();openCampfire(id);};$('[data-cook]',root).onclick=async()=>{if(!mine||data.cooking||state.inventory.rawFish<1)return;if(!(await conf"
if,19-campfire-hunting-house-extensions.js,3075,"function openNearestCampfire(){const c=nearestActiveCampfire(12);if(c)openCampfire(c.data.id);else toast('A fogueira do amigo não está próxima ou já apagou.','warn');}"
else,19-campfire-hunting-house-extensions.js,3075,"function openNearestCampfire(){const c=nearestActiveCampfire(12);if(c)openCampfire(c.data.id);else toast('A fogueira do amigo não está próxima ou já apagou.','warn');}"
if,19-campfire-hunting-house-extensions.js,3076,"function openCampfireZone(){const c=nearestActiveCampfire(8);if(c)openCampfire(c.data.id);else openModal('Acampamento','<p>Esta é uma área segura para montar fogueira. Ela usa madeira real do inventário e apaga automaticamente.</p><div class=""modal-actions""><button class=""btn primary"" data-build-fire>Construir fogueira</button></div>',root=>$('[data-build-fire]',root).onclick=()=>{closeModal();buildCampfire();});}"
else,19-campfire-hunting-house-extensions.js,3076,"function openCampfireZone(){const c=nearestActiveCampfire(8);if(c)openCampfire(c.data.id);else openModal('Acampamento','<p>Esta é uma área segura para montar fogueira. Ela usa madeira real do inventário e apaga automaticamente.</p><div class=""modal-actions""><button class=""btn primary"" data-build-fire>Construir fogueira</button></div>',root=>$('[data-build-fire]',root).onclick=()=>{closeModal();buildCampfire();});}"
for,19-campfire-hunting-house-extensions.js,3077,"function createCampfireZone(){for(let i=0;i<9;i++){const a=i/9*Math.PI*2;premiumBox(.75,.3,.5,0x8b765e,-70+Math.cos(a)*2,.15,-62+Math.sin(a)*2);}createSignpost(-65,-57,'Acampamento',Math.PI*.25);registerInteractable({id:'campfire-zone',type:'campfire-zone',icon:'🔥',label:'Área de fogueira',x:-70,z:-62,radius:5,priority:145,action:openCampfireZone});}"
if,19-campfire-hunting-house-extensions.js,3078,"function createForestAnimal(id,type,x,z,color){const g=new THREE.Group();g.position.set(x,0,z);worldGroup.add(g);premiumBox(1.25,.72,.55,color,0,.72,0,g);premiumBox(.55,.55,.5,color,0,1.25,.38,g);for(const ox of [-.42,.42])for(const oz of [-.18,.18])premiumBox(.16,.55,.16,0x5e432b,ox,.28,oz,g);if(type==='deer'){premiumBox(.08,.5,.08,0x5e432b,-.18,1.68,.4,g);premiumBox(.08,.5,.08,0x5e432b,.18,1.68,.4,g);}const animal={id,type,group:g,x,z,available:true,respawnAt:0};world.animals.push(animal);retu"
