function,module,description,startLine,endBoundaryLine,bodyBoundarySha256,callOccurrences,if,else,switch,case,for,while,catch,return,throw,ternaryTokensApprox,calls
drawWaterFromWell,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2038,2042,2bd36712919e8c2ec03acf3fed34f96eee3d20690156cf4a0b734200418e30d0,8,3,0,0,0,0,0,0,2,0,0,addXP | advanceAdventure | playToolAnimation | saveState | toast | updateHUD
createFlower,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2043,2052,9c3275826fccc4287fe97662670f766764a5581e0c23c6b90877c8e11caaf1fc,1,2,0,0,0,0,0,0,0,0,0,ensureFlowerBatch
createLamp,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2053,2060,5f1e0cae164452e5db6be980217043b63e688b58a46a05a10f28d4e8a02ce46a,7,0,0,0,0,0,0,0,1,0,0,addGlow | box | renderMat
createSignpost,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2061,2066,d3558af734a564d1a5c267f0bb71a93fa870e83c018f57c9b3ec25023f6617f4,2,0,0,0,0,0,0,0,1,0,0,box | signTexture
createFenceLine,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2067,2070,0fe0e36d1101ebce63218befd8f4aa489253245e55ed66ed3ad84dd7724b8e60,2,0,0,0,0,1,0,0,0,0,0,box
createRoad,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2071,2088,50b09b49a0631dab97eb950686b4bcfbb31adf4b90f340c59343716c7de20d48,22,1,1,0,0,2,0,0,0,0,0,renderMat | stableBox
createWater,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2089,2089,eb2a5da96717723e61c68de9dfde21da5da0e7f441f13aadc5f4a4eb7a6bcf28,3,0,0,0,0,1,0,0,0,0,0,stableBox
createLava,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2090,2091,488eb74e6afa8bb221c815d52c5680836acf4a7334cb55032e0bd7d035bfff56,2,0,0,0,0,0,0,0,1,0,0,mat | stableBox
createFurniture,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2092,2153,a03f946ffce4578e04cd678f967d3871456bc206c91b97ce2288d10774185df3,84,16,0,0,0,15,0,0,1,0,0,box | cylinder | premiumBox | premiumCylinder | renderMat | shadeColor
signTexture,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2154,2184,14b2d6c3aec2c5d8358c2eb8e498259126d59082d49343faf00404f1f9f65165,0,3,2,0,0,1,1,0,1,0,1,
shadeColor,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2185,2190,b46866682ecc5c3c1d2806bec6db8ab7cad9c41e459cbb08a694ffb0edf47ac3,0,0,0,0,0,0,0,0,1,0,0,
decorateHouseCommercial,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2191,2207,410ecb92ccd6a9fbad993eea6e704fd121bef5c92e0247006d73c4f2a55a88f1,17,3,1,0,0,1,0,0,0,0,6,addVoxelOutline | box | makePlanter | premiumBox | shadeColor
createHouse,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2208,2234,2d994bb813ffbddb0d187f3936d68adfe1c2234ebca225f8ec168724b2953a4e,42,1,0,0,0,1,0,0,1,0,10,box | createFlower | createLamp | decorateHouseCommercial | makeWindow | registerCollider | registerInteractable | renderMat | shadeColor | signTexture | texturedRoofMaterial | tintedBrickMaterial
addHouseInterior,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2235,2282,2e873316a39d1d267c0321497127ba2e49956354c2f0b650151435940e1eee97,92,7,6,0,0,11,0,0,0,0,1,addGlow | createFurniture | exitHouse | premiumBox | premiumCylinder | registerActivity | registerInteractable
registerActivity,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2283,2286,a44f6dbe286654cbef0e557f6e197ad5cff80e4c1f00b59a258dfdf976ed12ab,3,0,0,0,0,0,0,0,0,0,0,activityIcon | registerInteractable | useActivity
activityIcon,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2287,2288,755bba4fb527e7f9f054bdf98c8bc36da440d147ef0e76f522afefc5b344c382,0,0,0,0,0,0,0,0,1,0,0,
createNPC,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2289,2307,bab8182d6e4c2e60e308b35df3fdfbd752613370946a30421a7629a00956da48,24,4,1,0,0,2,0,0,1,0,2,addVoxelOutline | box | iconTexture | registerInteractable | renderMat | shadeColor | talkToNPC
createNpcMobility,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2308,2321,dad8bfb68bbfea4b2807cfcaec0122e330ab13d73dac43314d4e64acfa1432a8,16,5,3,0,0,4,0,0,3,0,4,addVoxelOutline | nearestRoadProjection | premiumBox | premiumCylinder
createEnemy,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2322,2328,c1859891055f97ca57a8dc076d34d01af44b501629bd220a604cc15b4699a609,12,2,2,0,0,0,0,0,1,0,1,box
createCrystal,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2329,2332,5a883a496642bc2b822de6088e1581a2dc6cf4d966dc737b44353ca6af9e8912,2,0,0,0,0,0,0,0,0,0,3,addGlow | mat
createChest,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2333,2335,ebe1893098e47e40f8a1dd911c425c4a7c3e8cac5ccb48cf2f71a8094d7446f5,4,1,0,0,0,0,0,0,1,0,2,box | openChest | registerInteractable
createPlatform,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2336,2336,ba94a9a7c1e28218623c1714c381d129dd0df36d8f12f8fad6418195c50ec245,2,0,0,0,0,0,0,0,0,0,0,box | registerPlatform
vehicleById,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2337,2337,eedf603c4c17d1c359e1dd0829955a507252d900e82712f83b247a5c2bd5a332,0,0,0,0,0,0,0,0,1,0,0,
currentVehicleRef,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2338,2338,366ba0284cce2e646772bfde71e7529e266600240d6b355dc98535739d7eac06,1,3,0,0,0,0,0,0,4,0,1,vehicleById
applyVehicleAppearance,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2339,2342,52b05f230c00ad4e8eba40d463cdc8cc7e0d9ae19b3b8e92dad45d7f4b2ec5bb,0,1,0,0,0,0,0,0,1,0,15,
persistParkedVehicle,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2343,2345,454d760706698083c4a43aca723e835ab6a1dbb3378221b911764131f82cb6d4,0,1,0,0,0,0,0,0,1,0,0,
createToyCar,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2346,2358,8c7dd41870a05c4f61c4a14fc94aa2462fcbce50137e8ebc0a9c6dcd8c9ac86e,20,2,0,0,0,1,0,0,1,0,22,addVoxelOutline | box | cylinder | enterVehicle | registerInteractable | renderMat
createWaypointMarker,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2359,2364,3a64c4e8d2563e97d2c20703f276d380c9cf7ae93956c146d7ba593b7359d8c5,3,0,0,0,0,0,0,0,0,0,0,box | mat | updateWaypointMarker
updateWaypointMarker,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2365,2369,e761f037c37b5988b0aa5d2526c6de7ecf26409c70c672a0a645ebccad8ae532,0,2,0,0,0,0,0,0,1,0,0,
createAthleticsGym,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2370,2377,4398915c8d3495a05b979eb8bda4a46c1a12990845539c6aff9e445e31a77368,13,0,0,0,0,1,0,0,0,0,0,box | createLamp | openRaceCenter | registerInteractable
createSizeChallenges,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2378,2395,a7ac5d112790985cd17c3ebb653c2626002be73e98a33a9783fd3afc27cb3cc9,24,3,0,0,0,0,0,0,3,0,0,addXP | box | registerInteractable | setFlag | toast
createSkyDome,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2396,2411,bbac7c9a1457131e5deb35c1013b60002c18b6573916de46607f97445097f101,2,0,0,0,0,1,0,0,0,0,0,renderMat | sharedBoxGeometry
updateClouds,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2412,2417,2fa9df2655a9107e843537168f1450e079b2c168435fb51ab6b9b86d83e2a205,0,3,0,0,0,1,0,0,1,0,0,
createVoxelMushroom,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2418,2426,c9e5c4066044849b0743a75272b19b6218e5555269b9b2e44a5c78f7e9b787d1,14,1,0,0,0,0,0,0,1,0,0,addVoxelOutline | box | renderMat | shadeColor
iconTexture,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2427,2429,b96277ca7aa52b96600576ce4b205db91c89d685ee1d1678572b41f8fff55ef6,0,0,0,0,0,0,0,0,1,0,0,
createChallengeCube,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2430,2430,56ca455f70a37c86e21223c7094e9228f7a72e927720e6eba53fa547cffda557,2,0,0,0,0,0,0,0,1,0,0,box | iconTexture
createPortalArch,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2431,2436,4d430445d6313962ac96e14886eced86e8708bf4b2def6b8e594225a158786fd,6,0,0,0,0,1,0,0,1,0,0,addGlow | box | mat
createPlayground,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2437,2440,221b2f2bbf6b47d02b0f25e6438ffe307f6385daa38f3b18088dbff0aedce33e,7,0,0,0,0,1,0,0,1,0,0,box
createFountain,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2441,2441,cf080dec751002f972a0adb427f2f593d78e26d184c8976beb133a184c1c76df,5,0,0,0,0,0,0,0,1,0,0,addGlow | cylinder | mat
createAwning,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2442,2442,19cd0501030fc0c606ce5d9d883736fe2d9dfd05ad41c70fb3ee92883a15ab0b,1,0,0,0,0,1,0,0,1,0,1,box
createStreetTree,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2443,2448,e557de7f3e6a1559dc9dbe3e77042318c13f27a3bff1770b95f4eed81d6d37de,5,0,0,0,0,0,0,0,1,0,0,makePlanter | premiumBox
createBackdropBuilding,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2449,2457,dfc04e1adb494269cb47b95273ba92365c670ba30e8d885e9311bb21691d3f53,11,0,0,0,0,2,0,0,1,0,2,addVoxelOutline | box | renderMat | shadeColor
createFloatingIsland,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2458,2461,c275c1914b022840e1eab24107ea4d9ad5bad5e7942717ddc1f2f9eb0141876f,4,0,0,0,0,1,0,0,1,0,0,addVoxelOutline | mat | premiumBox
createCoinTrail,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2462,2464,75af36af5faeb52de0b60a544700926a5b6f5bcea08f763df0281f4d75195041,1,0,0,0,0,0,0,0,0,0,0,mat
createCommercialDistrict,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2465,2473,6e958ef8b45b41e158414ddaf42bcfff22e9deb27054b05ac9206f056ece3a8e,7,0,0,0,0,0,0,0,0,0,0,createBackdropBuilding | createCoinTrail | createFloatingIsland | createStreetTree
createDistrictVisuals,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2474,2505,97b4b9f26e37c69db19a69a794e075103accdd02db2fee5eacb2bb1a700c8d65,10,0,0,0,0,0,0,0,0,0,0,createAwning | createChallengeCube | createCommercialDistrict | createFountain | createPlayground | createPortalArch | createVoxelMushroom
compactBusPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2506,2508,a80277380266b39a3fabf16b138ce6f786381dd986d6e82f3c6acb3b99c33352,0,3,0,0,0,1,0,0,1,0,0,
projectedBusPoint,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2509,2509,8dfff89c4e15ddd9d49663a45584998e4aa9620fa69dd08eba6ecd7a9323c8cb,1,0,0,0,0,0,0,0,1,0,2,nearestRoadProjection
offsetBusPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2510,2517,777c21b51755adb0017aeea3eaf0af13e8d6e803ca8c1ba8c0d68f68b761300e,2,2,0,0,0,1,0,0,4,0,0,compactBusPath | pointOnRoad
buildBusRoadPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2518,2531,28497bcc101f548d9a845792fd782845befbc1382c82e0e69e30de8c0c60cfac,8,4,0,0,0,2,0,0,3,0,4,buildRoutePoints | compactBusPath | nearestRoadProjection | offsetBusPath | projectedBusPoint
busRoutePoints,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2532,2532,30c1ffe03b7106e54f4f2acff8a024b77204ecf5cf663a5e3850ba3fe88c46c2,0,0,0,0,0,0,0,0,1,0,5,
busNextStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2533,2533,d496b98f585ef3fac9cdd4f45e28593ae84237611429883c070030118aef6aca,1,1,0,0,0,1,0,0,2,0,1,busRoutePoints
nearestForwardBusSegment,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2534,2538,786d71095e557a164263a594d6df48b263d83dcf67ef0fb339577e409770ea43,1,2,0,0,0,1,0,0,2,0,1,projectPointToSegment
recoverBusRoute,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2539,2542,66cb09de8a539b6a6debbbb2dfdda1c207e1a15dd99d12d5da36358f89679f7b,3,1,0,0,0,0,0,0,2,0,0,busRoutePoints | nearestForwardBusSegment | setBusState
setBusState,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2543,2545,20956ee86ceee7835d28913ae51c06e47c7e19b1171edb8beb47cd3e6f9b1af2,0,1,0,0,0,0,0,0,2,0,0,
setBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2546,2548,325ba7be05ccee3078c3b495d9018ad581db79e30f6d82e656d9ee619e04ccff,1,0,0,0,0,0,0,0,1,0,0,saveState
clearBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2549,2549,114ffb32dd0b5ca3a75bf50270ab9b63a08d98e73a2a2c189fe710035af12a16,1,1,0,0,0,0,0,0,0,0,0,saveState
restoreBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2550,2550,cca4bd082d229451f808bb4c2664e0e943909914318538dd1d76e98ebc05fc95,0,2,0,0,0,0,0,0,3,0,2,
busStopRecord,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2551,2551,8b723af77ee82378dbd2023df358e8eb3b605bdc0c792355a5148815f6715503,0,0,0,0,0,0,0,0,1,0,2,
safeBusExitPoint,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2552,2557,41ef280d9bd6d84bd0d3df2e4119b220295fbab7298ec1eeed3f25e57f0a961a,4,1,0,0,0,0,0,0,2,0,3,busStopRecord | groundHeightAt | positionBlockedForPlayer | safePointNear
createMetroEntrance,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2558,2566,53ecad131875d6a4c5230901027ef8ecf2d5148fff8b413c77c41f0121275123,11,0,0,0,0,2,0,0,1,0,0,iconTexture | openMetroStation | premiumBox | registerInteractable
ensureMetroOverlay,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2567,2569,a00a19ec9ba4d6e9561b6713a30b84df532b076a1124fd74bced2b7a29e265f6,0,1,0,0,0,0,0,0,2,0,0,
openMetroStation,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2570,2574,5caddd88bfe4ab3c703394361f717832ac427f5b1d6576d5e2816eb4373d24fc,3,2,0,0,0,0,0,0,1,0,4,openModal | rideMetroTo | toast
rideMetroTo,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2575,2588,94dc2bf590dd5a64eacf5416e98106cecc824f665a6b9a0b05a91e3410cc9abf,15,9,0,0,0,0,0,0,3,0,6,advanceAdventure | auditPlayerMode | canEnterMobility | clearMovementInputs | closeModal | ensureMetroOverlay | rememberSafePlayerPosition | safePointNear | saveState | setFlag | toast | trackDaily | updateContext | updateNavigation
ensureBusStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2589,2592,e266e4ea43705e909a1e80ccf231fbca2b00f4287bdad019079ce39dd6ac6f96,6,2,0,0,0,0,0,0,2,0,2,iconTexture | openBusStop | premiumBox | registerInteractable
createBusModel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2593,2615,dff4a4b49180af940ce25fc1de3b5cb54a03415def8cf95996f7d8bc3c70df27,36,4,0,0,0,10,0,0,1,0,5,buildBusRoadPath | ensureBusStop | enterBus | premiumBox | premiumCylinder | registerInteractable | renderMat | signTexture
createTransitWorld,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2616,2616,36cc6654de85ff6e897e0b25f13edc061ff3560b69033f8bb6ff15571a21c53c,3,0,0,0,0,1,0,0,0,0,0,createBusModel | restoreBusWaiting | validateBusCoverage
busAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2617,2617,f518a393f802650d80941be03d8aba066dbca259734a907f23833f677feb5480,0,0,0,0,0,0,0,0,1,0,0,
busEtaSeconds,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2618,2618,436d28c24cfb1195a0071066d5d30194b10ea1a4ea5f8272676b45dec759b568,2,3,0,0,0,1,0,0,4,0,0,busAtStop | busRoutePoints
validateBusCoverage,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2619,2619,53d74c331e49b8f24096c6999bc6d3ee42a50afb99ba6817c02cb1a413d3026a,0,1,0,0,0,1,0,0,0,0,0,
busDestinationsAfter,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2620,2622,8fbc94db18c7d5d72dae58c96b3c57f9d43f342680ca20ed236c9278230f2c67,0,1,0,0,0,1,0,0,1,0,3,
openBusArrivalOffer,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2623,2632,f5cea807ab514aeefda96e677e9f326096ce5afb7d1d0d5bc8e13b98cacb8986,13,2,0,0,0,0,0,0,3,0,1,busAtStop | busDestinationsAfter | clearBusWaiting | closeModal | enterBus | openModal | setBusState | setBusWaiting | toast
offerBusAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2633,2639,149318579f2d0756b7f647e761843f6a94f16d921bbefa433ef611c68b4fa257,2,6,1,0,0,0,0,0,4,0,0,busAtStop | openBusArrivalOffer
openBusStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2640,2651,7e70f86274e4a5a9d2d232c8ed8fa3386bf54139afdba641622e7bb90c3ee0e3,19,0,0,0,0,0,0,0,1,0,13,busAtStop | busEtaSeconds | clearBusWaiting | closeModal | openBusArrivalOffer | openModal | setBusWaiting | toast
ensureTransitPanel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2652,2654,c8ae96e73810252c6d5a679f4ac18bfe1296e2f07232b0b64f9931da2bd646e1,2,2,0,0,0,0,0,0,3,0,0,toast | updateTransitPanel
updateTransitPanel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2655,2657,a5ba1a811cc18268f7fc79c8beb00c2f2e336f89425f89e1342086a71e4531aa,2,1,0,0,0,0,0,0,1,0,2,busNextStop | ensureTransitPanel
enterBus,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2658,2668,6bdf2ea8c3781882b47555c7d4ae809c5f009aee00f99598464d61c7ddee5717,15,8,0,0,0,0,0,0,4,0,0,auditPlayerMode | busAtStop | canEnterMobility | clearBusWaiting | clearMovementInputs | closeModal | saveState | setBusState | toast | updateTransitPanel
exitBusAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2669,2677,7995242e7f2dfbdbf221aa35554ac91354194f4cbb31299504ce0e7798a6bceb,14,7,0,0,0,0,0,0,2,0,4,advanceAdventure | auditPlayerMode | busAtStop | busStopRecord | rememberSafePlayerPosition | safeBusExitPoint | saveState | setBusState | setFlag | toast | trackDaily | updateContext | updateTransitPanel
updateTransitWorld,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",2678,2722,681d8b19eb26dd7d04bed894f42fa9a461d342d1c0b49ccb960a78ac16fab24c,23,29,10,0,0,2,0,0,0,0,5,busRoutePoints | exitBusAtStop | offerBusAtStop | pointOnRoad | recoverBusRoute | setBusState | trafficSpeedFactor | updateTransitPanel
decorateCityServices,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2723,2736,6aebba4db810c849f6e9292f8b290b713b564ce9df9a704a3ba80d75341d6b5f,14,1,0,0,0,5,0,0,0,0,1,iconTexture | premiumBox | premiumCylinder
createFireIncidentSite,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2737,2740,5bf060cca8cc6bb9a3d50f26bff50d54e8911eb0fdaa55daf6de3898475a490d,4,0,0,0,0,2,0,0,1,0,4,helpExtinguishFire | registerInteractable | renderMat
createFireTruck,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2741,2746,a7c5a61301ea89026dc800ce047490090217c1bd1e13f06b96401cb004901a3f,17,0,0,0,0,3,0,0,1,0,0,premiumBox | premiumCylinder | renderMat
createFireServiceWorld,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2747,2747,8625331cbe780b9d987281ddd9f54da989deead0126fda4b9df6d7a5d95150cf,2,0,0,0,0,0,0,0,0,0,0,createFireTruck
activateFireIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2748,2748,09537b2784fddaff67c4dac976454616ff09913fd5b2da116b0f6681c4ff42bd,2,2,0,0,0,0,0,0,3,0,1,saveState | toast
ensureActiveFire,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2749,2749,f8398a4ac42c580e966167bbbf3cf24e2e925a2208fe40375cdb9e566663829e,1,0,0,0,0,0,0,0,1,0,1,activateFireIncident
helpExtinguishFire,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2750,2750,28d963165e0c13de3d1390b2afb1e76f023eb6128aa42b93dde71bb945f76a13,5,3,0,0,0,1,0,0,2,0,1,extinguishFireIncident | spawnDust | toast
extinguishFireIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2751,2751,effd32673508df6c3529a5044341bb7e00f35d73f6d914622b7390e0b51afb3f,6,5,0,0,0,1,0,0,1,0,5,addXP | completeActiveJob | saveState | toast | updateNavigation | updateWaypointMarker
serviceVehicleRoute,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2752,2752,4c05fafed8a077dbdfa3bb9f8495f6bacd8fa75c75c65046beb1bbe71d9b24de,1,1,0,0,0,0,0,0,1,0,0,buildRoutePoints
moveServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2753,2753,cf5e4e6f026ea1516e5774151f0279bf43f2ba61d78b929a665876f270556dd6,3,4,0,0,0,1,0,0,4,0,0,serviceVehicleRoute | snapTrafficToRoad | trafficSpeedFactor
updateFireService,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2754,2759,c445830554df3bdf1d4517ce5ff85c6126f1913c7969805d842f839b39c664c4,5,12,1,0,0,2,0,0,1,0,1,activateFireIncident | extinguishFireIncident | moveServiceVehicle | spawnDust
createPoliceCar,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2760,2768,c000dcc3fcce81a96c544a46da4da0cab9b5f9d7a9bf29e448e9dd05661afb6b,18,1,0,0,0,1,0,0,1,0,0,addVoxelOutline | iconTexture | premiumBox | premiumCylinder | renderMat
createAmbulance,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2769,2775,0e0ee206ba264d05d1e75d24a3b85db49624aeaa7df1cafa90b26205e70558f3,15,0,0,0,0,1,0,0,1,0,0,premiumBox | premiumCylinder | renderMat
createPoliceSystem,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2776,2780,786d7cd89e0f9af7893191007832030e46277c33925153d76425d7ed97b1e3d0,3,0,0,0,0,0,0,0,0,0,0,createAmbulance | createPoliceCar
movePoliceToward,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2781,2783,a60a3c3e2005acd2a449124c929a30e5cfd3594cf983e80f2f04c599750ac6d5,2,2,0,0,0,1,0,0,2,0,0,snapTrafficToRoad | trafficSpeedFactor
updatePolicePatrol,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2784,2786,51f3253245f2cab18151014c9de5f5e7bd75cd194f36945a49f450ba95ae228f,1,1,0,0,0,0,0,0,0,0,0,movePoliceToward
updateSafetyPanel,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2787,2789,22e65434e886046bfac572a7b444f8df23429c4e9efad94b49113efe7489b4ab,0,2,0,0,0,0,0,0,1,0,0,
startPoliceAlert,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2790,2794,79cda731e02b23fab452570dfaf75aa67f7583d790c0d417365f39d154291068,3,2,0,0,0,0,0,0,3,0,0,saveState | toast | updateSafetyPanel
finishSafetyStop,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2795,2798,f0165be37f5531374820c116f2de6af4c0637082bf67e7d3b2510bfa07b53c14,6,2,0,0,0,0,0,0,1,0,2,clearMovementInputs | exitVehicle | groundHeightAt | openSafetyLesson | saveState | updateSafetyPanel
openSafetyLesson,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2799,2808,e452c190b91998f1280992a5895a47f55622a0e2640c1b0ea637fe85ed67a6b7,7,1,0,0,0,0,0,0,0,0,8,addReputation | addXP | awardMedal | closeModal | openModal | saveState | toast
