function,module,description,sourceStartLine,sourceEndLineApprox,callCountApprox,if,else,switch,case,for,while,catch,ternaryApprox,calledByBody
updateTrafficIncidents,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2848,2860,6,8,0,0,0,6,0,0,2,createTrafficIncident | moveIncidentResponder | resolveTrafficIncident | trafficActorList
openTransitGuide,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",2861,2864,2,0,0,0,0,0,0,0,0,openModal | setWaypoint
createRoyalCastle,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",2865,2890,55,0,0,0,0,10,0,0,4,addGlow | createCastleChallengeTokens | createSignpost | exitHouse | mat | premiumBox | premiumCylinder | registerInteractable | renderMat | toast
createCastleChallengeTokens,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",2891,2893,1,0,0,0,0,0,0,0,0,mat
openAdventureHub,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",2894,2896,2,0,0,0,0,0,0,0,6,openModal | startAdventure
startAdventure,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",2897,2899,5,3,0,0,0,1,0,0,2,closeModal | saveState | setWaypoint | toast
restoreActiveAdventure,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",2900,2905,0,2,0,0,0,1,0,0,5,
advanceAdventure,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",2906,2908,3,3,1,0,0,0,0,0,0,beep | finishAdventure | saveState
finishAdventure,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",2909,2911,8,4,1,0,0,1,0,0,0,addCoins | addReputation | addXP | awardMedal | saveState | setFlag | toast
updateAdventure,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",2912,2914,2,6,0,0,0,1,0,0,0,advanceAdventure | finishAdventure
createLearningStation,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",2915,2917,6,0,0,0,0,0,0,0,0,iconTexture | mat | openEducationHub | premiumBox | registerInteractable
createLearningPlaza,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",2918,2924,4,0,0,0,0,0,0,0,0,createLearningStation | createSignpost
rectOverlap,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2925,2925,0,0,0,0,0,0,0,0,0,
insideWater,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2926,2926,0,0,0,0,0,0,0,0,0,
waterAt,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2927,2927,1,0,0,0,0,0,0,0,0,insideWater
isInsideLakeNavigable,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2928,2928,0,0,0,0,0,0,0,0,0,
isNearFishingArea,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2929,2929,0,0,0,0,0,0,0,0,0,
resolveWaterWalking,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2930,2932,3,3,0,0,0,0,0,0,0,groundHeightAt | toast | waterAt
distanceToBoatDock,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2933,2933,0,0,0,0,0,0,0,0,0,
validBoatExit,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2934,2934,1,0,0,0,0,0,0,0,0,distanceToBoatDock
safeBoatExitPoint,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2935,2936,0,0,0,0,0,0,0,0,0,
ensureFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2937,2950,8,1,0,0,0,0,0,0,0,renderMat
setFishingLine,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2951,2951,0,1,0,0,0,0,0,0,0,
fishingCastTarget,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2952,2958,1,2,1,0,0,0,0,0,1,isInsideLakeNavigable
beginFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2959,2972,3,2,0,0,0,0,0,0,0,ensureFishingVisual | fishingCastTarget | setFishingLine
castFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2973,2973,3,1,0,0,0,0,0,0,1,beep | ensureFishingVisual | fishingCastTarget
hookFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2974,2974,0,1,0,0,0,0,0,0,1,
pullFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2975,2975,0,1,0,0,0,0,0,0,3,
restoreFishingCamera,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2976,2979,0,1,0,0,0,0,0,0,0,
stopFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2980,2986,3,4,1,0,0,0,0,0,0,restoreFishingCamera | setFishingUiActive
clearFishingTimers,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2987,2987,0,1,0,0,0,0,0,0,0,
setFishingUiActive,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2988,2992,2,1,0,0,0,0,0,0,2,scheduleStableResize | syncMobilePanels
cancelFishingSession,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2993,2993,2,0,0,0,0,0,0,0,0,clearFishingTimers | stopFishingVisual
ensureFishingModalStyle,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",2994,3004,0,1,0,0,0,0,0,0,0,
updateFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3005,3015,2,11,6,0,0,0,0,0,1,setFishingLine | stopFishingVisual
createBoatModel,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3016,3020,12,0,0,0,0,0,0,0,2,premiumBox | registerInteractable | renderMat
ensureBoatPanel,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3021,3023,2,1,0,0,0,0,0,0,0,exitBoat | startFishing
updateBoatPanel,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3024,3033,10,8,0,0,0,0,0,0,3,auditPlayerMode | boardNpcPassenger | canEnterMobility | ensureBoatPanel | exitVehicle | nearestRideCompanion | saveState | toast
enterBoatAsPassenger,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3034,3041,8,4,0,0,0,0,0,0,3,auditPlayerMode | canEnterMobility | exitVehicle | saveState | toast | updateBoatPanel
exitBoat,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3042,3049,10,7,1,0,0,0,0,0,6,auditPlayerMode | groundHeightAt | releaseNpcPassenger | rememberSafePlayerPosition | safeBoatExitPoint | saveState | toast | updateBoatPanel | validBoatExit
updateBoatPhysics,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3050,3053,2,4,0,0,0,0,0,0,6,exitBoat | toast
constrainBoat,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3054,3054,1,3,0,0,0,0,0,0,0,isInsideLakeNavigable
weightedFish,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3055,3055,0,1,0,0,0,1,0,0,0,
startFishing,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3056,3064,31,14,0,0,0,0,0,0,3,addCoins | addXP | beep | beginFishingVisual | cancelFishingSession | castFishingVisual | clearFishingTimers | ensureFishingModalStyle | hookFishingVisual | isNearFishingArea | openModal | pullFishingVisual | saveState | setFishingUiActive | stopFishingVisual | toast | vibrate | weightedFish
campfireAllowed,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3065,3065,2,4,0,0,0,0,0,0,0,rectOverlap | waterAt
spawnCampfire,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3066,3068,4,1,0,0,0,1,0,0,2,mat | openCampfire | premiumCylinder | registerInteractable
nearestActiveCampfire,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3069,3070,7,3,0,0,0,0,0,0,3,campfireAllowed | confirmModal | saveState | spawnCampfire | toast
finishCampfireCooking,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3071,3071,3,1,0,0,0,0,0,0,3,beep | saveState | toast
openCampfire,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3072,3074,10,4,0,0,0,0,0,0,7,closeModal | confirmModal | finishCampfireCooking | openModal | saveState | toast | updateHUD
openNearestCampfire,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3075,3075,3,1,1,0,0,0,0,0,0,nearestActiveCampfire | openCampfire | toast
openCampfireZone,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3076,3076,4,1,1,0,0,0,0,0,0,closeModal | nearestActiveCampfire | openCampfire | openModal
createCampfireZone,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3077,3077,3,0,0,0,0,1,0,0,0,createSignpost | premiumBox | registerInteractable
createForestAnimal,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3078,3078,5,1,0,0,0,2,0,0,0,premiumBox
startHunting,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3079,3079,8,5,1,0,0,0,0,0,2,addXP | closeModal | openModal | saveState | toast
createHuntingArea,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3080,3080,6,0,0,0,0,1,0,0,0,createForestAnimal | createSignpost | premiumBox | registerInteractable | startHunting
nearestOwnedHouseForExtension,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3081,3081,0,0,0,0,0,0,0,0,1,
extensionPlacement,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3082,3082,0,0,0,0,0,0,0,0,3,
extensionValid,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3083,3083,4,6,0,0,0,1,0,0,0,rectOverlap
clearExtensionPreview,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3084,3084,0,2,0,0,0,0,0,0,4,
renderExtensionPreview,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3085,3085,1,3,0,0,0,1,0,0,5,extensionValid
spawnHouseExtension,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3086,3086,11,1,0,0,0,0,0,0,1,playerDisplayName | premiumBox | registerInteractable | registerPlatform | shadeColor | toast
resourcesEnough,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3087,3087,0,0,0,0,0,0,0,0,0,
costText,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3088,3088,0,0,0,0,0,0,0,0,2,
openHouseExtensionPlanner,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3089,3089,22,3,0,0,0,1,0,0,4,clearExtensionPreview | closeModal | costText | extensionPlacement | extensionValid | nearestOwnedHouseForExtension | openModal | playerDisplayName | renderExtensionPreview | resourcesEnough | saveState | spawnHouseExtension | toast
openHouseExtensionMenu,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3090,3090,4,0,0,0,0,0,0,0,0,closeModal | costText | openHouseExtensionPlanner | openModal
createLakeExpansion,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3091,3091,7,0,0,0,0,1,0,0,0,createBoatModel | createSignpost | premiumBox | registerInteractable | registerPlatform | startFishing
restoreLifeExpansion,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3092,3092,3,2,0,0,0,2,0,0,0,finishCampfireCooking | spawnCampfire | spawnHouseExtension
updateLifeActivities,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3093,3096,2,8,0,0,0,2,0,0,2,finishCampfireCooking | saveState
createLifeExpansionWorld,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3097,3097,5,0,0,0,0,0,0,0,0,applyCloudWorldObjects | createCampfireZone | createHuntingArea | createLakeExpansion | restoreLifeExpansion
buildWorld,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3098,3158,110,3,0,0,0,9,0,0,2,addHouseInterior | box | createAthleticsGym | createChest | createCrystal | createDistrictVisuals | createEnemy | createFenceLine | createFireServiceWorld | createFlower | createGoldFoundry | createGoldMine | createHouse | createLamp | createLava | createLearningPlaza | createLifeExpansionWorld | createNPC | createNpcMobility | createPlatform | createPoliceSystem | createRoad | createRock | createRoyalCastle | createSignpost | createSizeChallenges | createSkyDome | createToyCar | createTransitWorld | createTree | createVillageWell | createWater | createWaypointMarker | decorateCityServices | playerDisplayName | reconcileWorldBuilds | registerInteractable | registerPlatform | restoreActiveAdventure | stableBox | updateBridgeVisual
collectResource,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3159,3168,12,3,0,0,0,0,0,0,11,addXP | advanceAdventure | beep | checkActiveJob | evaluateMissions | playToolAnimation | saveState | toast | trackDaily | vibrate
openChest,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3169,3175,7,2,0,0,0,0,0,0,4,addCoins | addXP | evaluateMissions | saveState | setFlag | toast
cloudHouseRecord,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3176,3176,0,0,0,0,0,0,0,0,0,
isMyCloudHouse,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3177,3177,0,0,0,0,0,0,0,0,1,
reconcileCloudHouses,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3178,3207,28,15,1,0,0,1,0,0,14,addCoins | awardMedal | closeModal | cloudHouseRecord | confirmModal | enterHouse | isMyCloudHouse | openModal | saveState | setFlag | startRace | toast
enterHouse,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3208,3219,11,5,1,0,0,6,0,0,3,auditPlayerMode | canEnterMobility | clearMovementInputs | rememberSafePlayerPosition | safePointNear | savePlayerPosition | setFlag | toast | updateCamera | updateContext
exitHouse,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3220,3231,6,4,1,0,0,6,0,0,6,auditPlayerMode | clearMovementInputs | rememberSafePlayerPosition | safePointNear | savePlayerPosition | toast
openHomeChest,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3232,3240,6,2,0,0,0,0,0,0,0,openModal | playerDisplayName | saveState | toast
useActivity,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3241,3268,39,19,15,0,0,0,0,0,2,addXP | closeModal | openAvatarStudio | openEducationHub | openFireStationDesk | openHomeChest | openModal | openSafetyLesson | openShop | openTeacherJobLesson | openWorkshop | playerDisplayName | saveState | setFlag | toast | trackDaily | updateHUD
openShop,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3269,3274,7,1,0,0,0,0,0,0,0,addCoins | addXP | closeModal | openModal | saveState | toast
openWorkshop,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3275,3283,16,3,0,0,0,0,0,0,0,addCoins | addXP | closeModal | openModal | saveState | toast
friendshipTier,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3284,3284,0,0,0,0,0,0,0,0,3,
changeFriendship,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3285,3289,6,2,0,0,0,0,0,0,0,addReputation | addXP | evaluateMissions | saveState | setFlag | toast
talkToNPC,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3290,3337,49,25,18,0,0,0,0,0,8,addCoins | addReputation | changeFriendship | closeModal | completeActiveJob | friendshipTier | openHouseChallenge | openJobCenter | openModal | saveState | setFlag | startRace | toast | trackDaily | triggerEmote | updateHUD
openHouseChallenge,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3338,3344,4,1,0,0,0,0,0,0,1,closeModal | openModal | startRace | toast
openRaceCenter,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3345,3350,3,0,0,0,0,0,0,0,1,closeModal | openModal | startRace
createRaceOpponent,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3351,3353,4,0,0,0,0,0,0,0,1,box
clearRaceObjects,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3354,3358,0,1,0,0,0,1,0,0,1,
spawnRaceCoins,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3359,3364,1,0,0,0,0,1,0,0,1,cylinder
startRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3365,3375,8,4,0,0,0,0,0,0,5,createRaceOpponent | exitHouse | saveState | spawnRaceCoins | toast | updateWaypointMarker
finishRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3376,3385,14,4,1,0,0,0,0,0,3,addCoins | addReputation | addXP | awardMedal | clearRaceObjects | evaluateMissions | saveState | setFlag | toast | trackDaily | updateWaypointMarker
updateRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3386,3415,7,12,4,0,0,1,0,0,0,beep | finishRace
setMissionState,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3416,3416,0,2,0,0,0,0,0,0,0,
equipJobUniform,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3417,3421,2,1,0,0,0,0,0,0,1,applyAvatarCustomization | saveState
focusActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3422,3441,23,13,6,0,0,0,0,0,1,applyAvatarCustomization | buildRoutePoints | closeModal | confirmModal | ensureActiveFire | exitHouse | saveState | setMissionState | setWaypoint | toast | updateMissionHUD | updateNavigation | updateWaypointMarker
activeJobProgress,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3442,3453,0,8,0,0,0,0,0,0,17,
openJobCenter,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3454,3462,5,0,0,0,0,0,0,0,6,activeJobProgress | equipJobUniform | openModal | startJob | toast
startJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3463,3473,9,6,2,0,0,0,0,0,1,ensureActiveFire | equipJobUniform | exitHouse | focusActiveJob | saveState | setMissionState | toast | updateMissionHUD
completeActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3474,3487,10,8,0,0,0,0,0,0,2,applyAvatarCustomization | evaluateMissions | saveState | setFlag | setMissionState | toast | updateHUD | updateMissionHUD | updateWaypointMarker
checkActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3488,3495,3,4,2,0,0,0,0,0,0,completeActiveJob
restoreActiveJobRuntime,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3496,3498,3,3,0,0,0,0,0,0,1,applyAvatarCustomization | ensureActiveFire | updateMissionHUD
updateCareerMissions,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3499,3509,14,11,5,0,0,0,0,0,16,activeJobProgress | beep | checkActiveJob | completeActiveJob | saveState | setMissionState | setWaypoint | toast | updateMissionHUD | updateWaypointMarker
openTeacherJobLesson,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3510,3513,6,1,0,0,0,0,0,0,3,addXP | closeModal | completeActiveJob | openModal | toast
openFireStationDesk,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3514,3525,15,6,0,0,0,0,0,0,6,buildRoutePoints | closeModal | ensureActiveFire | equipJobUniform | exitHouse | focusActiveJob | openModal | startJob | toast | updateWaypointMarker
startDeliveryJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",3526,3530,3,1,0,0,0,0,0,0,0,saveState | toast
spawnDust,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3531,3536,0,1,0,0,0,0,0,0,0,
updateFX,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3537,3546,0,1,0,0,0,1,0,0,0,
startEngineSound,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3547,3557,0,2,0,0,0,0,0,1,0,
stopEngineSound,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3558,3562,0,1,0,0,0,0,0,1,0,
updateVehicleFX,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3563,3587,7,12,2,0,0,0,0,1,3,beep | spawnDust | sprintRequested | startEngineSound | stopEngineSound
updateVehicleControlsUI,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3588,3597,1,3,0,0,0,0,0,0,6,playerDisplayName
vehicleHorn,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3598,3603,3,3,0,0,0,0,0,0,2,beep | vibrate
enterVehicle,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3604,3611,17,5,0,0,0,0,0,0,1,applyVehicleAppearance | boardNpcPassenger | buildRoutePoints | canEnterMobility | clearMovementInputs | groundHeightAt | nearestRideCompanion | saveState | setFlag | setMissionState | startEngineSound | syncPlayerRootScale | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI | updateWaypointMarker
enterVehicleAsPassenger,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3612,3620,11,6,0,0,0,0,0,0,3,auditPlayerMode | canEnterMobility | clearMovementInputs | exitBoat | saveState | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI
exitVehicle,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3621,3629,15,7,1,0,0,0,0,0,5,auditPlayerMode | clearMovementInputs | currentVehicleRef | groundHeightAt | persistParkedVehicle | releaseNpcPassenger | rememberSafePlayerPosition | safeVehicleExitPoint | saveState | stopEngineSound | syncPlayerRootScale | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI
repairBridge,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",3630,3644,7,2,0,0,0,0,0,0,0,addReputation | addXP | saveState | setFlag | toast
buildCostText,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3645,3645,0,0,0,0,0,0,0,0,1,
currentBuildOwnerIds,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3646,3646,0,0,0,0,0,0,0,0,3,
buildOwnedByPlayer,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3647,3647,1,0,0,0,0,0,0,0,1,currentBuildOwnerIds
buildFootprint,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3648,3651,0,0,0,0,0,0,0,0,1,
buildPlacementCandidate,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3652,3657,2,1,0,0,0,0,0,0,1,canBuildAt | groundHeightAt
canBuildAt,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3658,3668,7,7,0,0,0,0,0,0,1,buildFootprint | groundHeightAt | rectOverlap | waterAt
createBuildPreviewMesh,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3669,3680,1,7,6,0,0,3,0,0,0,sharedBoxGeometry
disposeBuildPreview,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3681,3683,0,1,0,0,0,0,0,0,4,
ensureBuildPanel,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3684,3688,1,1,0,0,0,0,0,0,0,endBuildMode
updateBuildPanel,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3689,3693,3,1,0,0,0,0,0,0,4,buildCostText | ensureBuildPanel | resourcesEnough
updateBuildPreview,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3694,3699,4,5,0,0,0,0,0,0,3,buildPlacementCandidate | createBuildPreviewMesh | disposeBuildPreview | updateBuildPanel
beginBuildMode,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3700,3703,7,2,0,0,0,0,0,0,0,disposeBuildPreview | ensureBuildPanel | toast | updateBuildPreview | updateContext | updateVehicleControlsUI
endBuildMode,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3704,3706,4,3,0,0,0,0,0,0,0,disposeBuildPreview | toast | updateContext | updateVehicleControlsUI
rotateBuildPreview,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3707,3707,2,1,0,0,0,0,0,0,0,updateBuildPreview | vibrate
openBuildMenu,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3708,3714,7,3,0,0,0,0,0,0,0,beginBuildMode | buildCostText | closeModal | openHouseExtensionMenu | openModal | toast
placeBuild,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3715,3725,20,5,0,0,0,2,0,1,6,addXP | buildCostText | checkActiveJob | evaluateMissions | mergeBuildCollections | normalizeBuildRecord | normalizeBuildTombstones | resourcesEnough | saveState | spawnBuild | syncCloudProgress | toast | updateBuildPanel | updateBuildPreview
spawnBuild,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3726,3738,25,9,7,0,0,2,0,0,1,addGlow | box | buildRecordSignature | groundHeightAt | normalizeBuildRecord | premiumBox | registerCollider | registerPlatform
buildRecordSignature,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3739,3739,0,0,0,0,0,0,0,0,0,
removeWorldBuildRecord,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3740,3742,0,1,0,0,0,1,0,0,2,
reconcileWorldBuilds,24-construction-system.js,"Custos, propriedade, preview, validação, colocação, remoção e reconciliação",3743,3754,14,5,0,0,0,2,0,0,3,applyBuildTombstones | buildOwnedByPlayer | buildRecordSignature | confirmModal | mergeBuildTombstones | normalizeBuildTombstones | removeWorldBuildRecord | saveState | spawnBuild | syncCloudProgress | toast
initThree,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",3755,3763,23,1,0,0,0,1,0,0,2,applyAdaptiveRenderSettings | applyAvatarCustomization | applyQuality | buildWorld | createPlayerModel | freezeWorldFrustumCulling | initLocalMultiplayer | initMaterials | lockStableSceneVisibility | openModal | qualityTier | reconcileCloudHouses | remotePlayerEvent | resize | restoreActiveJobRuntime | restorePosition | targetDpr | toast
applyQuality,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",3764,3764,1,1,0,0,0,0,0,0,0,applyAdaptiveRenderSettings
viewportMetrics,25-render-init-resize-position-collision.js,"Three.js, qualidade, viewport, resize, posição segura e colisões",3765,3772,0,0,0,0,0,0,0,0,8,
